No.,authors,title,year,vol,no,fpage,doi,authors,article title,journal title,year,vol,no,fpage,doi
164,"Seong Joung Kim, Jin Soo Park, Jeong Ju Lee, Ok Ju Park, Sul Gi Kim, Ho Hyun Jeong, Min Cheol Park, Young Mi Kwon, Eun Heui Jo",The Effect of Venesection with Cupping Therapy at (CV) on the Heart Rate Variability in Healthy Adults,2013,30,4,15,10.13045/acupunct.2013018,"Ji-Young Choi, Sin-Ae Park, Soo-Jin Jung, Ji-Young Lee, Ki-Cheol Son, Youn-Joo An, Sang-Woo Lee",Physiological and psychological responses of humans to the index of greenness of an interior space,Complementary Therapies in Medicine,2016,28,,37,10.1016/j.ctim.2016.08.002
165,"Hyun Ho Kim, Kyung Wook Kim, Ji Min Park, Eun Seok Kim, Min Jun Lee, Jung Won Kang, Sang Hoon Lee, Young Bae Park",Test-retest Reliability and Intratest Repeatability of Measuring Cervical Range of Motion Using Inertial Measurement Unit,2013,30,4,25,10.13045/acupunct.2013019,"Babatunde Olusola Adeleke Adegoke, Maureen Ngozi Offiah, Emmanuel Chiebuka Okoye, Christopher Olusanjo Akosile",INTRA-RATER RELIABILITIES AND CONCURRENT VALIDITY OF THE UNIVERSAL GONIOMETER AND TAPE MEASURE FOR MEASURING CERVICAL ACTIVE RANGE OF MOTION,Journal of Musculoskeletal Research,2015,18,1,1550005,10.1142/S0218957715500050
166,"Kwang Sik Yoon, Hyun Lee",The Effects of Spleen-tonifying Acupuncture on Radial Pulse in Healthy Human Subjects,2013,30,4,1,10.13045/acupunct.2013017,"Dong Il Yuk, Ju Hyun Jeon, Young Il Kim, Jung Ho Kim",The Effects of Acupuncture on Radial Pulse in Healthy Human Subjects: A Comparative Study of Liver Tonifying and Sedating,The Acupuncture,2015,32,2,169,10.13045/acupunct.2015028
167,"Kwang Sik Yoon, Hyun Lee",The Effects of Spleen-tonifying Acupuncture on Radial Pulse in Healthy Human Subjects,2013,30,4,1,10.13045/acupunct.2013017,"Kyu In Kwak, Jae Hui Kang, Hyun Lee",The Effects of Acupuncture on Radial Pulse in Healthy Human Subjects: A Comparative Study on Tonifications of Kidney and Urinary Bladder,The Acupuncture,2015,32,2,105,10.13045/acupunct.2015024
168,"Kwang Sik Yoon, Hyun Lee",The Effects of Spleen-tonifying Acupuncture on Radial Pulse in Healthy Human Subjects,2013,30,4,1,10.13045/acupunct.2013017,"Yun Joo Kim, Jae Hui Kang, Kwang Sik Yoon, Seoung Eun Jo, Seo Jin Hong, Gee Won Yun, Seo Young Oh, Hyun Lee",담정격 및 담승격 자침이 정상 성인의 맥파변화에 미치는 영향,The Acupuncture,2016,33,3,45,10.13045/acupunct.2016034
169,"Jong Han Kim, Je Hyuk Yoo, Ji Min Park, Seung Min Lee, Se Hoon Im, Sang Hoon Lee, Jae Dong Lee, Dong Woo Nam",Treatment of CRPS Type-I with Fire and Water Acupoints: A Case Report,2013,30,3,165,10.13045/acupunct.2013016,"Ho Sun Kim, Young Hyun Bae, Hae Sol Kim, Chang Yong Suh, No Hyeon Kim, Kyu Jin Yang, Gi Bum Lee",Review of Research on the Effects of Acupuncture and Moxibustion Treatment to Complex Regional Pain Syndromes,The Acupuncture,2016,33,4,137,10.13045/acupunct.2016061
170,"Yog Eun Lee, Jae Soo Kim, Yun Kyu Lee, Seong Chul Lim, Hyun Jong Lee",Case Report on the 2 Cases of Patients with Vascular Disease of Spinal Cord,2013,30,3,141,10.13045/acupunct.2013014,"Se Jung Oh, Seong Chul Lim, Yun Kyu Lee, Jae Soo Kim, Hyun Jong Lee",The Clinical Study on Motor Power and Sensory Improvement of Paraplegia due to Spinal Subdural Hematoma with Korean Medical Treatments: A Case Report,The Acupuncture,2014,31,3,83,10.13045/acupunct.2014046
171,"Jong Han Kim, Je Hyuk Yoo, Ji Min Park, Seung Min Lee, Se Hoon Im, Sang Hoon Lee, Jae Dong Lee, Dong Woo Nam",Treatment of CRPS Type-I with Fire and Water Acupoints: A Case Report,2013,30,3,165,10.13045/acupunct.2013016,"Min Hyok Hwang, Yun Kyu Lee, Jae Su Kim, Hyun Jong Lee, Sung Chul Lim",八體質鍼으로 치료한 복합부위통증증후군 1형 환자 1례에 대한 증례보고,The Acupuncture,2016,33,3,181,10.13045/acupunct.2016045
172,"Eun Cho, Jae Hui Kang, Hyun Lee",Case Study of Jung-an Acupuncture on the Sequelae of Peripheral Facial Palsy,2013,30,3,155,10.13045/acupunct.2013015,"Soo Hyeong Ryu, Su Yeon Lee, Hong Guk Kim, Dek Woo Ryoo, Sung Jin Kim, Seong Mok Jeong, Seung Won Baek, Bon Hyuk Goo, Min Jeong Kim, Yeon Cheol Park, Byung Kwan Seo, Sang Soo Nam, Yong Hyeon Baek",안면계측검사를 통한 안면마비후유증 객관적 평가도구 개발을 위한 기초 연구,The Acupuncture,2016,33,3,89,10.13045/acupunct.2016037
173,"Eun Cho, Jae Hui Kang, Hyun Lee",Case Study of Jung-an Acupuncture on the Sequelae of Peripheral Facial Palsy,2013,30,3,155,10.13045/acupunct.2013015,"Seo Young Oh, Hyun Lee, Jae Hui Kang",전기와 자기장의 침 자극을 포함한 복합치료가 말초성 안면신경마비에 미치는 영향에 대한 관찰 연구,The Acupuncture,2016,33,3,117,10.13045/acupunct.2016039
174,"Eun Cho, Jae Hui Kang, Hyun Lee",Case Study of Jung-an Acupuncture on the Sequelae of Peripheral Facial Palsy,2013,30,3,155,10.13045/acupunct.2013015,"Seung Min Kathy Lee, Suji Lee, Jun Hyeong Park, Jongbae J. Park, Sanghoon Lee",A close look at an integrative treatment package for Bell's palsy in Korea,Complementary Therapies in Clinical Practice,2017,26,,76,10.1016/j.ctcp.2016.12.003
175,"Eun Cho, Jae Hui Kang, Hyun Lee",Case Study of Jung-an Acupuncture on the Sequelae of Peripheral Facial Palsy,2013,30,3,155,10.13045/acupunct.2013015,"Yeejin Chon, Jeong-Eun Yoo",A Case Report for the Effects of Pharmacopuncture Combined Thread Implantation Therapy to Improve Localized Obesity,Journal of Korean Medicine for Obesity Research,2015,15,2,144,10.15429/jkomor.2015.15.2.144
176,"Ji Su Lee, Chun Gil Ryu, Seong Sik Jeong, Sung Il Moon",A Review of Fire Needling on Frozen Shoulder: Focusing on Chinese Journals,2013,30,3,87,10.13045/acupunct.2013008,"Eui Byeol Kim, Ki Wan Kang, Min Ji Kim, Ja Yeon Kang, Min Jeong Jeong, In Soo Jang",A Systematic Review on the Efficacy of Fire Needling for the Treatment of Acne,The Acupuncture,2016,33,2,151,10.13045/acupunct.2016024
177,"So Hyun Park, Hae Rin Ro, Tae Ho Kim, Jae Young Park",The Comparative Study on the Effect of Bee Venom Pharmacopuncture Treatment and Hwangryun Pharmacopuncture Treatment of Cervical Disc Herniation,2013,30,3,117,10.13045/acupunct.2013011,"Ji Su Kim, Yoo Jong Kim, Je Rak Hong, Min Chul Kim, Han Sol Park, Seh Young Kim, Young Woo Seo, Sang Min Lee, Young Hoon Seo, Ki Ok Kim, Tae Hun Kim",Effects of Integrative Korean Medical Treatment for a Failed Epidural Steroid Injections to L-spine Disk Herniation: A Retrospective Case Series,The Acupuncture,2015,32,4,203,10.13045/acupunct.2015075
178,"So Hyun Park, Hae Rin Ro, Tae Ho Kim, Jae Young Park",The Comparative Study on the Effect of Bee Venom Pharmacopuncture Treatment and Hwangryun Pharmacopuncture Treatment of Cervical Disc Herniation,2013,30,3,117,10.13045/acupunct.2013011,"Yoon Jae Lee, Joon-Shik Shin, Jinho Lee, Me-riong Kim, Ki Byung Park, Hwa Dong Lee, Yoonmi Lee, Jungwan Hong, In-Hyuk Ha",Usage report of pharmacopuncture in musculoskeletal patients visiting Korean medicine hospitals and clinics in Korea,BMC Complementary and Alternative Medicine,2016,16,1,,10.1186/s12906-016-1288-5
179,"So Hyun Park, Hae Rin Ro, Tae Ho Kim, Jae Young Park",The Comparative Study on the Effect of Bee Venom Pharmacopuncture Treatment and Hwangryun Pharmacopuncture Treatment of Cervical Disc Herniation,2013,30,3,117,10.13045/acupunct.2013011,"Young Woo Seo, Han Sol Park, Min Chul Kim, Seh Young Kim, Young Hoon Seo, Sang Min Lee, Yoo Jong Kim, Je Rak Hong, Ji Soo Kim, Ki Ok Kim, Tae Hun Kim",Korean Medicinal Combination Treatments for Failed Back Surgery Syndrome: A Retrospective Case Series,The Acupuncture,2015,32,2,217,10.13045/acupunct.2015032
180,"Sung Jin Kim, Hyun Jong Lee, Bong Hyo Lee Lee, Yun Kyu Lee, Seong Chul Lim, Tae Young Jung, and Jae Soo Kim",The Effects of Pharmacopuncture(Eugenia caryophyllata THUNB.) on the High Fat Diet-induced Obese ICR Mice,2013,30,3,75,10.13045/acupunct.2013007,"Min-Ho Nam, Seung-Wook Lee, Hyun-Young Na, Jeong-Hwa Yoo, Sun-Ho Paik, Kwang Seok Ahn, Young-Min Ahn, Se-Young Ahn, Seung-Hoon Choi, Byung-Cheol Lee",Herbal Acupuncture for the Treatment of Obesity,Journal of Acupuncture and Meridian Studies,2016,9,2,49,10.1016/j.jams.2015.09.002
181,"Kyu In Kwak, Jae Hui Kang, Hyun Lee",The Effect of Phaseoli Semen Herbal-acupuncture at KI10 in Lipopolysaccharide Induced Acute Nephritis in Rats,2013,30,3,61,10.13045/acupunct.2013006,"Seung Hoon Jang Jang, Jea Hong Kim Kim, Yun Kyoung Yim",The Effect of Herbal-acupuncture at KI on Lipopolysaccharide Induced Nephritis in Rats,The Acupuncture,2015,32,3,15,10.13045/acupunct.2015035
182,"Kyu In Kwak, Jae Hui Kang, Hyun Lee",The Effect of Phaseoli Semen Herbal-acupuncture at KI10 in Lipopolysaccharide Induced Acute Nephritis in Rats,2013,30,3,61,10.13045/acupunct.2013006,"Min Sik Kim, Byung Soo Kim, Yun Kyoung Yim",The Effect of Herbal-acupuncture at KI on Lipopolysaccharide Induced Nephritis in Rats,The Acupuncture,2014,31,2,65,10.13045/acupunct.2014025
183,"Nam Sik Kim, Jin Youp kim, Sang Gyu Kwak, Im Hee Shin, Sang Soo Nam, Yong Suk Kim",Effects of Taegeuk Acupuncture on the Autonomic Nervous System by Analyzing Heart Rate Variability in 20’s Soeumin,2013,30,3,39,10.13045/acupunct.2013004,"Munkhgerel Oyungerel, Nam Sik Kim, Jin Youp Kim, Yong Suk Kim, Sang Soo Nam",Effects of Acupuncture on the Autonomic Nervous System by Analyzing Heart Rate Variability in,The Acupuncture,2013,30,4,87,10.13045/acupunct.2013025
184,"Kyu In Kwak, Jae Hui Kang, Hyun Lee",The Effect of Phaseoli Semen Herbal-acupuncture at KI10 in Lipopolysaccharide Induced Acute Nephritis in Rats,2013,30,3,61,10.13045/acupunct.2013006,"Yun Joo Kim, Jae Hui Kang, Hyun Lee",The Effect of Pharmacopuncture at KI in Lipopolysaccharide Induced Acute Nephritis in Rats,The Acupuncture,2014,31,2,39,10.13045/acupunct.2014023
185,"Sung Soo Roh, Jae Soo Kim, Sung Cheol Yim",The Efficacy of Eriobotryae Folium Pharmacopuncture on Local Fat of High Fat Diet Induced Obesity Mice※,2013,30,3,15,10.13045/acupunct.2013002,"Min-Ho Nam, Seung-Wook Lee, Hyun-Young Na, Jeong-Hwa Yoo, Sun-Ho Paik, Kwang Seok Ahn, Young-Min Ahn, Se-Young Ahn, Seung-Hoon Choi, Byung-Cheol Lee",Herbal Acupuncture for the Treatment of Obesity,Journal of Acupuncture and Meridian Studies,2016,9,2,49,10.1016/j.jams.2015.09.002
186,"Sung Soo Roh, Jae Soo Kim, Sung Cheol Yim",The Efficacy of Eriobotryae Folium Pharmacopuncture on Local Fat of High Fat Diet Induced Obesity Mice※,2013,30,3,15,10.13045/acupunct.2013002,"Soo Ah Park, Heun Ju Lee, Ji-Yeong Baek, Kyung-Woo Son, Kyeong-Tae Lim",The Effects ofGanoderma LucidumPharmacopuncture and Moxibustion (Wang-tteum) on Abdominal Obesity: Case Report,Journal of Korean Medicine for Obesity Research,2016,16,1,64,10.15429/jkomor.2016.16.1.64
187,Cham Kyul Lee,Acupuncture Trials for Peripheral Facial Palsy in Republic of Korea: A Systematic Review※,2013,30,3,51,10.13045/acupunct.2013005,"Pingping Li, Tangmeng Qiu, Chao Qin, Robert K Hills",Efficacy of Acupuncture for Bell’s Palsy: A Systematic Review and Meta-Analysis of Randomized Controlled Trials,PLOS ONE,2015,10,5,e0121880,10.1371/journal.pone.0121880
188,"Ho Hyun Jeong, Sung Ha Kim, Sang Mi Lee, Jong Chul Lee, Man Young Park, Dong Woung Kim, Sung Chul Kim","A Case Study on the Use of Trihexyphenidyl, Korean Medical Treatment for the Control of Sialorrhea in Patients with Amyotrophic Lateral Sclerosis(ALS)",2013,30,2,73,10.13045/kamms.2013016,"Kyung Min Kim, Jung Ho Kim, Young Il Kim, Ju Hyun Jeon",A Literature Review of Korean Medical Studies of Amyotrophic Lateral Sclerosis (ALS),The Acupuncture,2015,32,4,133,10.13045/acupunct.2015068
189,"Jong Yoon Kim, Jin Youp Kim, Nam Sik Kim, So Jung Kim, Munkhgerel Oyungerel, Yong Suk Kim, Do Young Choi, Sang Soo Nam",Review on Clinical Trials of Chemotherapy Induced Toxicity with Acupuncture in PubMed Database,2013,30,2,43,10.13045/kamms.2013013,"Hee Jin Jo, Min Soo Kwon, Jung Hwan Kim, Dae Hyun Jo, Ji Eun Choi, Ji Sun Han, Seung Hoon Lee, Yong Suk Kim, Sang Soo Nam",An Retrospective Analysis of 1549 patients under the Cooperative Medical Care consulted to the Department of Acupuncture and Moxibustion in a Korean medical hospital,The Acupuncture,2016,33,4,109,10.13045/acupunct.2016059
190,"Chae Weon Kim, Hae In Park, Yong Hyun Lee, Kwang Ho Lee",A Case Study of 13 Patients with Lateral Epicondylitis of Elbow Using Deep Thermo-conductive Acupuncture Therapy,2013,30,2,25,10.13045/kamms.2013011,"Dae Chul Sin, Ji In Lee, Mi Suk Kang, Ho Sueb Song",Effect of Eight Vacuity Theory Adopted Complex Acupuncture Therapy on Patients with External Epicondylitis,The Acupuncture,2015,32,2,209,10.13045/acupunct.2015031
191,"Dong Min Jang, Ho Sueb Song",Inhibitory Effects of Bee Venom on Growth of A549 Lung Cancer Cells via Induction of Death Receptors※,2013,30,1,57,10.13045/kamms.2013006,"Seok Hee Kim, Kyung Jin Lee, Yoo Min Choi, Ju Yong Kim, Tae Han Yook, Sang Lyoung Lee, Jong Uk Kim",Moxibustion Treatment for Knee Pain: A Systematic Review,The Acupuncture,2015,32,3,135,10.13045/acupunct.2015046
192,"Dong Min Jang, Ho Sueb Song",Inhibitory Effects of Bee Venom on Growth of A549 Lung Cancer Cells via Induction of Death Receptors※,2013,30,1,57,10.13045/kamms.2013006,"Hee Jin Sung, Ho Sueb Song",Synergistic Effect of Natural Killer Cells and Bee Venom on Inhibition of NCI-H157 Cell Growth,The Acupuncture,2016,33,1,47,10.13045/acupunct.2016005
193,"Dong Min Jang, Ho Sueb Song",Inhibitory Effects of Bee Venom on Growth of A549 Lung Cancer Cells via Induction of Death Receptors※,2013,30,1,57,10.13045/kamms.2013006,"Seong Cheol Ko, Ho Sueb Song",Inhibitory Effect of Bee Venom Toxin on the Growth of Cervix Cancer C33A Cells via Death Receptor Expression and Apoptosis,The Acupuncture,2014,31,2,75,10.13045/acupunct.2014026
194,"Hyung Geol Lee, Jeong Gyun Im, Da Jung Jung, Jong Uk Kim, Lak Hyung Kim, Tae Han Yook","Comparative Review on Oriental Medicine Study Utilized Surface Electromyography in Korea, China, Japan※",2013,30,1,23,10.13045/kamms.2013003,"Jong Uk Kim, Hyung Geol Lee, Da Jung Jung, Yoo Min Choi, Beom Yong Song, Tae Han Yook, Woo Kyung Kim, Lak Hyung Kim",A Study on the Correlation between Surface Electromyography and Assessment Scale for Facial Palsy,The Acupuncture,2013,30,5,107,10.13045/acupunct.2013050
195,"Woo Seok Youn, Young Jae Park, Young Bae Park",Dong-Qi Therapy of Dong-Si Acupuncture to Movement System Impairment Syndrome of Lumbar Spine and Knee,2013,30,1,13,10.13045/kamms.2013002,"Woo Suck Youn, Young Jae Park, Young Bae Park",A Study on the Use of Acupuncture Points at Movement System Impairment Syndrome of Shoulder and Cervical Spine,The Acupuncture,2013,30,5,1,10.13045/acupunct.2013041
196,"Woo Seok Youn, Young Jae Park, Young Bae Park",Dong-Qi Therapy of Dong-Si Acupuncture to Movement System Impairment Syndrome of Lumbar Spine and Knee,2013,30,1,13,10.13045/kamms.2013002,"You Bin Shin, Sang Min Kim, Ji Hoon Choi, Sun Ho Lee, Jae Hong Park",A Comparative Study on the Effect of Acupuncture for Lumbar Herniated Intervertebral Disc Patients with Piriformis Muscle Tenderness: A Retrospective Analysis,The Acupuncture,2015,32,2,96,10.13045/acupunct.2015022
197,"Jae-yeob Jeong, Jung-Hee Kim, Choon-Ho Song, Kyung-jeon Jang, Cheol-hong Kim, Hyoun-min Youn",1 Case of Shoulder Pain Treated with Oriental Treatment Including Pharmacopuncture in Rotator Cuff Surgery,2012,29,6,119,10.13045/kamms.2012092,"Hae In Park, Kwang Ho Lee",A Literature Review on Pattern-identification of Shoulder Pain,The Acupuncture,2015,32,2,147,10.13045/acupunct.2015027
198,"Min-jung Kim, Ji-yeon Song, Won-seok Song, Pil-kun Kim, Hee-Kyoung Ryu, Yeon-cheol Park, Byung-kwan Seo, Hyun-su Woo, Yong-hyeon Baek, Dong-suk Park",Clinical Study on Peripheral Facial Nerve Injury,2012,29,6,23,10.13045/kamms.2012083,"Dae Hun Kim, Yu Ri Kim, Ji Min Bae, Seung Pyo Hong, Bon Kil Koo, Jae Kyu Kim, Byung Ryul Lee, Gi Young Yang",A Case Report on Facial Nerve Palsy after Tooth Extraction and Korean Medical Treatments,The Acupuncture,2016,33,2,211,10.13045/acupunct.2016030
199,"Jin-woong Lim, Sang-hoon Lee",A Literature Review on Research Methodology Assessing Properties of Moxibustion,2012,29,6,1,10.13045/kamms.2012081,"Bookyun Lee, Chang-Min Kim, Jang-Cheon Lee",Usage of Medicinal Moxibustion for the improvement of Moxibustion Treatment Procedure,Journal of Korean Medicine,2014,35,1,99,10.13048/jkm.14010
200,"Joo-young Choi, Jae-hui Kang, Yun-kyong Yim, Hyun Lee",The Effect of Sa-Am Stomach Tonifying Acupuncture on Radial Pulse in Healthy Human Subjects,2012,29,6,57,10.13045/kamms.2012086,"Kyu In Kwak, Jae Hui Kang, Hyun Lee",The Effects of Acupuncture on Radial Pulse in Healthy Human Subjects: A Comparative Study on Tonifications of Kidney and Urinary Bladder,The Acupuncture,2015,32,2,105,10.13045/acupunct.2015024
201,"Joo-young Choi, Jae-hui Kang, Yun-kyong Yim, Hyun Lee",The Effect of Sa-Am Stomach Tonifying Acupuncture on Radial Pulse in Healthy Human Subjects,2012,29,6,57,10.13045/kamms.2012086,"Eun Cho, Hyun Lee",The Effects of Acupuncture on Radial Pulse in Healthy Subjects: A Comparative Study of Large Intestine Tonifying and Sedating,The Acupuncture,2014,31,3,7,10.13045/acupunct.2014038
202,"Myung-Jin Oh, Ho-Sueb Song",Effect of Moxibustion Therapy on the Degenerative Arthritis of Knee Joint with Osteochondroma,2012,29,6,111,10.13045/kamms.2012091,"Seok Hee Kim, Kyung Jin Lee, Yoo Min Choi, Ju Yong Kim, Tae Han Yook, Sang Lyoung Lee, Jong Uk Kim",Moxibustion Treatment for Knee Pain: A Systematic Review,The Acupuncture,2015,32,3,135,10.13045/acupunct.2015046
203,"Joo-young Choi, Jae-hui Kang, Yun-kyong Yim, Hyun Lee",The Effect of Sa-Am Stomach Tonifying Acupuncture on Radial Pulse in Healthy Human Subjects,2012,29,6,57,10.13045/kamms.2012086,"Yun Joo Kim, Jae Hui Kang, Kwang Sik Yoon, Seoung Eun Jo, Seo Jin Hong, Gee Won Yun, Seo Young Oh, Hyun Lee",담정격 및 담승격 자침이 정상 성인의 맥파변화에 미치는 영향,The Acupuncture,2016,33,3,45,10.13045/acupunct.2016034
204,"Joo-young Choi, Jae-hui Kang, Yun-kyong Yim, Hyun Lee",The Effect of Sa-Am Stomach Tonifying Acupuncture on Radial Pulse in Healthy Human Subjects,2012,29,6,57,10.13045/kamms.2012086,"Kwang Sik Yoon, Hyun Lee",The Effects of Spleen-tonifying Acupuncture on Radial Pulse in Healthy Human Subjects,The Acupuncture,2013,30,4,1,10.13045/acupunct.2013017
205,"Joo-young Choi, Jae-hui Kang, Yun-kyong Yim, Hyun Lee",The Effect of Sa-Am Stomach Tonifying Acupuncture on Radial Pulse in Healthy Human Subjects,2012,29,6,57,10.13045/kamms.2012086,"Dong Il Yuk, Ju Hyun Jeon, Young Il Kim, Jung Ho Kim",The Effects of Acupuncture on Radial Pulse in Healthy Human Subjects: A Comparative Study of Liver Tonifying and Sedating,The Acupuncture,2015,32,2,169,10.13045/acupunct.2015028
206,"Joo-young Choi, Jae-hui Kang, Yun-kyong Yim, Hyun Lee",The Effect of Sa-Am Stomach Tonifying Acupuncture on Radial Pulse in Healthy Human Subjects,2012,29,6,57,10.13045/kamms.2012086,"Hee Jin Sung, Su Sie Lim, Hyun Young Choi, Eun Yong Lee, Jung Du Roh, Cham Kyul Lee",Correlation of Internal & External Factors with the Beginning Period of Improvement in Idiopathic Facial Paralysis,The Acupuncture,2016,33,1,57,10.13045/acupunct.2016006
207,"Joo-young Choi, Jae-hui Kang, Yun-kyong Yim, Hyun Lee",The Effect of Sa-Am Stomach Tonifying Acupuncture on Radial Pulse in Healthy Human Subjects,2012,29,6,57,10.13045/kamms.2012086,"Dae Hyun Jo, Min Soo Kwon, Jung Hwan Kim, Ji Eun Choi, Ji Sun Han, Dong Woo Nam, Do Young Choi, Jae Dong Lee",Treatment of Traumatic Brachial Plexus Injury with Traditional Korean Medicine Focusing on Warm Needling and Bee Venom Injection: A Case Report,The Acupuncture,2015,32,2,229,10.13045/acupunct.2015033
208,"Seung Min Lee, Young Seung Ji, Chang Woo Lee, Ju Hyun Jeon, Jung Ho Kim, Young Il Kim",A Case Report of Atypical Miller-Fisher Syndrome,2012,29,6,105,10.13045/kamms.2012090,"Ju-young Ryu, Kang-wook Lee, Min-kyoung Cho, Hyun-kyoung Cho, Ho-ryong Yoo, In-chan Seol, Yoon-sik Kim",Case Report: Miller Fisher Syndrome,The Journal of Internal Korean Medicine,2016,37,4,661,10.22246/jikm.2016.37.4.661
